SalesOrderID,CustomerID,OrderQty,ProductID,UnitPriceDiscount
43865,21,3,765,0%
43865,21,3,761,0%
43865,21,3,754,0%
43866,26,1,771,0%
43866,26,1,777,0%
43866,26,2,709,0%
43867,17,1,708,0%
43867,17,1,774,0%
43867,17,2,776,0%
43867,17,2,715,0%
43867,17,2,773,0%
43867,17,2,709,0%
43867,17,3,714,0%
43867,17,4,771,0%
43867,17,2,711,0%
43867,17,1,707,0%
43867,17,2,778,0%
43867,17,4,712,0%
43867,17,2,743,0%
43867,17,1,748,0%
43867,17,3,742,0%
43867,17,2,741,0%
43867,17,2,777,0%
43867,17,1,716,0%
43868,40,1,749,0%
43869,15,1,747,0%
43869,15,5,775,0%
43869,15,2,777,0%
43869,15,2,745,0%
43869,15,5,771,0%
43869,15,4,772,0%
43869,15,1,743,0%
43869,15,1,774,0%
43869,15,5,778,0%
43869,15,2,742,0%
43870,1,3,760,0%
43870,1,2,762,0%
43870,1,3,715,0%
43870,1,3,770,0%
43870,1,1,758,0%
43871,23,1,712,0%
43871,23,1,761,0%
43871,23,2,729,0%
43871,23,2,707,0%
43871,23,1,758,0%
43871,23,1,725,0%
43871,23,1,762,0%
43871,23,2,715,0%
43871,23,3,754,0%
43871,23,1,753,0%
43871,23,4,708,0%
43871,23,2,760,0%
43871,23,3,770,0%
43871,23,4,711,0%
43872,23,1,763,0%
43872,23,1,708,0%
43872,23,3,758,0%
43872,23,2,756,0%
43872,23,1,765,0%
43872,23,2,711,0%
43872,23,4,707,0%
43872,23,2,725,0%
43872,23,1,732,0%
43872,23,1,738,0%
43872,23,1,753,0%
43872,23,2,754,0%
43872,23,1,755,0%
43872,23,4,716,0%
43872,23,1,760,0%
43872,23,4,712,0%
43873,8,6,770,0%
43873,8,2,764,0%
43873,8,2,749,0%
43873,8,5,726,0%
43873,8,5,729,0%
43873,8,1,755,0%
43873,8,1,738,0%
43873,8,3,766,0%
43873,8,3,722,0%
43873,8,5,758,0%
43873,8,5,760,0%
43873,8,3,733,0%
43873,8,2,768,0%
43873,8,1,756,0%
43873,8,5,707,0%
43873,8,1,765,0%
43873,8,2,711,0%
43873,8,6,754,0%
43873,8,3,730,0%
43873,8,6,761,0%
43873,8,5,763,0%
43873,8,1,716,0%
43873,8,5,715,0%
43873,8,1,714,0%
43873,8,4,762,0%
43873,8,2,725,0%
43873,8,2,753,0%
43873,8,6,732,0%
43874,44,1,763,0%
43875,6,6,778,0%
43875,6,2,747,0%
43875,6,1,741,0%
43875,6,2,709,0%
43875,6,2,715,0%
43875,6,7,774,0%
43875,6,6,771,0%
43875,6,2,707,0%
43875,6,5,748,0%
43875,6,12,773,2%
43875,6,1,745,0%
43875,6,13,775,2%
43875,6,2,772,0%
43875,6,8,776,0%
43875,6,2,743,0%
43875,6,2,712,0%
43875,6,2,777,0%
43875,6,3,716,0%
43875,6,5,708,0%
43875,6,3,742,0%
43875,6,2,714,0%
43876,40,2,762,0%
43876,40,1,758,0%
43876,40,3,763,0%
43876,40,2,754,0%
43876,40,2,725,0%
43876,40,2,761,0%
43876,40,2,770,0%
43876,40,2,729,0%
43877,20,4,715,0%
43877,20,2,708,0%
43877,20,5,709,0%
43877,20,3,771,0%
43877,20,2,775,0%
43877,20,4,774,0%
43877,20,1,778,0%
43877,20,1,716,0%
43877,20,1,711,0%
43877,20,2,707,0%
43878,28,1,772,0%
43878,28,1,771,0%
43879,20,3,762,0%
43879,20,2,763,0%
43879,20,3,760,0%
43879,20,2,764,0%
43879,20,2,715,0%
43879,20,4,725,0%
43879,20,4,714,0%
43879,20,4,770,0%
43879,20,3,730,0%
43879,20,2,754,0%
43879,20,2,726,0%
43879,20,1,716,0%
43879,20,2,766,0%
43879,20,3,765,0%
43879,20,3,729,0%
43879,20,1,768,0%
43879,20,5,708,0%
43879,20,3,758,0%
43879,20,1,756,0%
43879,20,3,738,0%
43879,20,2,755,0%
43879,20,4,707,0%
43879,20,5,711,0%
43879,20,5,722,0%
43879,20,1,753,0%
43879,20,13,712,2%
43880,36,3,760,0%
43880,36,2,755,0%
43880,36,3,762,0%
43880,36,3,770,0%
43880,36,1,766,0%
43880,36,1,738,0%
43880,36,1,732,0%
43880,36,2,753,0%
43880,36,2,756,0%
43880,36,2,725,0%
43880,36,2,758,0%
43880,36,1,764,0%
43880,36,1,768,0%
43881,19,2,776,0%
43881,19,2,778,0%
43881,19,5,772,0%
43881,19,3,774,0%
43881,19,3,777,0%
43881,19,2,714,0%
43881,19,4,773,0%
43881,19,21,709,5%
43882,9,1,778,0%
43883,43,2,726,0%
43883,43,1,732,0%
43883,43,2,763,0%
43883,43,1,768,0%
43883,43,2,770,0%
43883,43,2,712,0%
43883,43,2,760,0%
43883,43,1,722,0%
43883,43,1,725,0%
43883,43,3,738,0%
43883,43,1,749,0%
43883,43,3,762,0%
43883,43,3,758,0%
43883,43,2,754,0%
43883,43,2,761,0%
43883,43,2,753,0%
43883,43,2,765,0%
43884,9,3,747,0%
43884,9,4,708,0%
43884,9,3,745,0%
43884,9,10,715,0%
43884,9,10,777,0%
43884,9,5,776,0%
43884,9,5,773,0%
43884,9,3,741,0%
43884,9,5,711,0%
43884,9,4,778,0%
43884,9,6,716,0%
43884,9,1,748,0%
43884,9,8,771,0%
43884,9,8,712,0%
43884,9,2,775,0%
43884,9,3,743,0%
43884,9,14,772,2%
43884,9,4,707,0%
43884,9,4,774,0%
43884,9,4,709,0%
43884,9,1,742,0%
43884,9,1,714,0%
43885,23,4,710,0%
43885,23,8,709,0%
43886,19,2,754,0%
43886,19,1,763,0%
43886,19,2,726,0%
43886,19,1,768,0%
43886,19,2,756,0%
43886,19,3,711,0%
43886,19,6,712,0%
43886,19,1,708,0%
43886,19,2,758,0%
43886,19,2,770,0%
43886,19,5,760,0%
43886,19,1,733,0%
43886,19,1,716,0%
43886,19,1,730,0%
43886,19,1,755,0%
43886,19,1,722,0%
43886,19,5,714,0%
43886,19,1,766,0%
43886,19,3,762,0%
43886,19,2,753,0%
43886,19,4,715,0%
43887,16,1,765,0%
43888,9,1,764,0%
43888,9,1,755,0%
43888,9,2,738,0%
43888,9,1,725,0%
43888,9,1,768,0%
43888,9,2,760,0%
43888,9,1,753,0%
43888,9,2,756,0%
43888,9,5,754,0%
43888,9,2,770,0%
43888,9,2,730,0%
43888,9,2,763,0%
43888,9,2,765,0%
43888,9,1,726,0%
43889,22,1,778,0%
43889,22,2,716,0%
43890,46,5,771,0%
43890,46,2,777,0%
43890,46,7,773,0%
43890,46,2,774,0%
43890,46,3,742,0%
43890,46,5,772,0%
43890,46,2,776,0%
43890,46,1,748,0%
43890,46,1,747,0%
43890,46,8,775,0%
43890,46,4,709,0%
43890,46,3,778,0%
43890,46,3,745,0%
43891,3,2,775,0%
43891,3,2,710,0%
43891,3,1,778,0%
43891,3,3,773,0%
43891,3,3,771,0%
43891,3,4,709,0%
43891,3,2,776,0%
43891,3,3,772,0%
43891,3,2,777,0%
43892,28,2,762,0%
43892,28,3,715,0%
43892,28,2,753,0%
43892,28,3,712,0%
43892,28,2,763,0%
43892,28,5,760,0%
43892,28,1,729,0%
43892,28,2,711,0%
43892,28,2,754,0%
43892,28,3,770,0%
43892,28,4,761,0%
43892,28,3,758,0%
43892,28,2,765,0%
43893,5,1,770,0%
43894,17,3,710,0%
43894,17,2,777,0%
43894,17,3,775,0%
43894,17,4,776,0%
43894,17,8,709,0%
43894,17,5,778,0%
43894,17,2,771,0%
43895,5,6,712,0%
43895,5,2,711,0%
43895,5,2,748,0%
43895,5,2,714,0%
43895,5,4,716,0%
43895,5,1,747,0%
43895,5,1,743,0%
43895,5,2,771,0%
43895,5,4,778,0%
43895,5,1,745,0%
43895,5,2,775,0%
43895,5,2,772,0%
43895,5,4,776,0%
43895,5,3,707,0%
43895,5,3,708,0%
43896,45,1,758,0%
43896,45,1,770,0%
43896,45,3,760,0%
43896,45,4,762,0%
43896,45,4,715,0%
43897,18,2,716,0%
43897,18,5,772,0%
43897,18,2,778,0%
43897,18,4,777,0%
43897,18,2,775,0%
43897,18,10,709,0%
43897,18,2,715,0%
43897,18,4,707,0%
43897,18,6,771,0%
43897,18,5,776,0%
43897,18,4,708,0%
43897,18,4,711,0%
43897,18,1,774,0%
43897,18,3,712,0%
43898,22,13,770,2%
43898,22,3,768,0%
43898,22,4,755,0%
43898,22,2,716,0%
43898,22,7,712,0%
43898,22,1,754,0%
43898,22,5,707,0%
43898,22,2,725,0%
43898,22,6,711,0%
43898,22,3,753,0%
43898,22,8,708,0%
43898,22,3,760,0%
43898,22,11,715,2%
43898,22,2,764,0%
43898,22,4,729,0%
43898,22,3,732,0%
43898,22,2,756,0%
43898,22,10,758,0%
43898,22,3,714,0%
43898,22,8,765,0%
43898,22,2,738,0%
43898,22,2,726,0%
43898,22,7,762,0%
43898,22,5,761,0%
43898,22,5,722,0%
43898,22,2,749,0%
43898,22,6,763,0%
43898,22,3,766,0%
43899,22,2,716,0%
43899,22,1,761,0%
43899,22,2,765,0%
43899,22,2,738,0%
43899,22,1,760,0%
43899,22,2,755,0%
43899,22,1,753,0%
43899,22,1,732,0%
43899,22,2,758,0%
43899,22,2,770,0%
43899,22,1,762,0%
43899,22,2,763,0%
43899,22,2,754,0%
43900,17,4,771,0%
43900,17,4,710,0%
43900,17,2,772,0%
43900,17,2,776,0%
43900,17,8,709,0%
43900,17,1,777,0%
43900,17,3,773,0%
43900,17,2,778,0%
43900,17,3,775,0%
43901,38,3,772,0%
43901,38,3,773,0%
43901,38,1,711,0%
43901,38,2,771,0%
43901,38,1,776,0%
43901,38,5,709,0%
43901,38,6,715,0%
43901,38,3,708,0%
43901,38,2,707,0%
43901,38,2,775,0%
43902,20,1,714,0%
43902,20,2,778,0%
43902,20,3,774,0%
43902,20,1,741,0%
43902,20,5,748,0%
43902,20,6,715,0%
43902,20,3,771,0%
43902,20,2,773,0%
43902,20,6,777,0%
43902,20,2,776,0%
43902,20,3,775,0%
43902,20,2,711,0%
43902,20,1,747,0%
43902,20,1,743,0%
43902,20,2,712,0%
43902,20,4,745,0%
43902,20,1,716,0%
43902,20,1,708,0%
43902,20,6,709,0%
43902,20,1,742,0%
43903,16,1,707,0%
43904,29,1,756,0%
43904,29,2,725,0%
43904,29,1,732,0%
43904,29,4,763,0%
43904,29,1,760,0%
43904,29,1,755,0%
43904,29,2,753,0%
43904,29,2,761,0%
43904,29,1,729,0%
43904,29,1,738,0%
43904,29,1,762,0%
43904,29,1,758,0%
43905,37,5,770,0%
43905,37,2,725,0%
43905,37,1,753,0%
43905,37,1,763,0%
43905,37,1,765,0%
43905,37,1,738,0%
43905,37,1,762,0%
43905,37,2,758,0%
43905,37,2,729,0%
43905,37,1,755,0%
43905,37,2,761,0%
43906,14,5,775,0%
43906,14,2,777,0%
43906,14,26,709,10%
43906,14,1,778,0%
43906,14,5,715,0%
43906,14,3,714,0%
43906,14,7,712,0%
43906,14,1,772,0%
43906,14,3,774,0%
43906,14,1,773,0%
43906,14,3,776,0%
43906,14,1,708,0%
43906,14,2,711,0%
43906,14,2,716,0%
43907,32,2,715,0%
43907,32,2,764,0%
43907,32,2,730,0%
43907,32,2,722,0%
