BusinessEntityID,SalesOrderNumber,SalesOrderDetail,OrderDate,Product,ProductCategory,SalesAmount
12446,SO43759,415,6/15/2011,"Road-150 Red, 62",Bikes,377.61
2674,SO43760,416,6/15/2011,"Road-150 Red, 56",Bikes,"2,413.53"
15377,SO43761,417,6/15/2011,"Road-150 Red, 62",Bikes,"1,025.95"
9955,SO43762,418,6/16/2011,"Road-150 Red, 56",Bikes,"1,260.37"
4926,SO43763,419,6/16/2011,"Road-150 Red, 52",Bikes,"1,217.75"
9686,SO43764,420,6/16/2011,"Road-150 Red, 62",Bikes,"1,773.32"
6377,SO43765,421,6/16/2011,"Mountain-100 Silver, 44",Bikes,"1,323.61"
17360,SO43766,422,6/17/2011,"Road-150 Red, 52",Bikes,"3,686.18"
5454,SO43767,423,6/17/2011,"Mountain-100 Black, 44",Bikes,"2,134.58"
15139,SO43768,424,6/18/2011,"Road-150 Red, 48",Bikes,"4,026.60"
3338,SO43769,425,6/18/2011,"Road-150 Red, 48",Bikes,"4,912.80"
11969,SO43770,426,6/18/2011,"Road-150 Red, 48",Bikes,990.82
12587,SO43771,427,6/18/2011,"Road-650 Red, 52",Bikes,1395.36
6665,SO43772,428,6/18/2011,"Road-150 Red, 48",Bikes,"3,906.63"
10934,SO43773,429,6/18/2011,"Road-150 Red, 56",Bikes,425.61
11118,SO43774,430,6/18/2011,"Road-150 Red, 52",Bikes,"3,442.16"
5526,SO43775,431,6/18/2011,"Mountain-100 Silver, 48",Bikes,"2,228.02"
6367,SO43776,432,6/19/2011,"Road-150 Red, 56",Bikes,"3,303.36"
15798,SO43777,433,6/19/2011,"Road-150 Red, 44",Bikes,"2,956.11"
7394,SO43778,434,6/19/2011,"Mountain-100 Silver, 42",Bikes,"1,686.80"
11781,SO43779,435,6/19/2011,"Road-650 Red, 44",Bikes,694.48
16764,SO43780,436,6/20/2011,"Road-150 Red, 44",Bikes,"4,846.90"
13787,SO43781,437,6/20/2011,"Road-150 Red, 48",Bikes,"4,056.33"
4351,SO43782,438,6/20/2011,"Road-150 Red, 48",Bikes,216.60
17515,SO43783,439,6/20/2011,"Road-150 Red, 48",Bikes,440.59
3462,SO43784,440,6/21/2011,"Road-150 Red, 62",Bikes,"3,324.98"
8185,SO43785,441,6/21/2011,"Road-150 Red, 44",Bikes,"3,000.44"
14613,SO43786,442,6/21/2011,"Road-150 Red, 44",Bikes,"1,473.47"
20242,SO43787,443,6/21/2011,"Mountain-100 Silver, 38",Bikes,"1,610.27"
16405,SO43788,444,6/21/2011,"Mountain-100 Black, 48",Bikes,"4,937.23"
12880,SO43789,445,6/21/2011,"Mountain-100 Black, 48",Bikes,"2,381.28"
12801,SO43790,446,6/21/2011,"Mountain-100 Silver, 38",Bikes,"2,187.08"
2560,SO43791,447,6/21/2011,"Road-150 Red, 56",Bikes,"2,488.73"
5070,SO43792,448,6/21/2011,"Road-150 Red, 48",Bikes,648.96
13531,SO43793,449,6/21/2011,"Mountain-100 Silver, 38",Bikes,"1,088.65"
15638,SO43794,450,6/21/2011,"Mountain-100 Silver, 48",Bikes,138.60
3264,SO43795,451,6/22/2011,"Road-150 Red, 48",Bikes,"3,416.91"
2840,SO43796,452,6/22/2011,"Road-650 Black, 52",Bikes,1300.96
2558,SO43797,453,6/22/2011,"Road-150 Red, 48",Bikes,"2,813.31"
8440,SO43798,454,6/22/2011,"Road-150 Red, 62",Bikes,"2,143.32"
14743,SO43799,455,6/22/2011,"Road-150 Red, 48",Bikes,"2,503.84"
7208,SO43800,456,6/23/2011,"Road-150 Red, 44",Bikes,430.24
13606,SO43801,457,6/23/2011,"Road-150 Red, 44",Bikes,999.39
6946,SO43802,458,6/23/2011,"Road-150 Red, 48",Bikes,"1,031.79"
8044,SO43803,459,6/24/2011,"Road-150 Red, 56",Bikes,"4,813.23"
8995,SO43804,460,6/24/2011,"Road-150 Red, 62",Bikes,"3,541.95"
16998,SO43805,461,6/24/2011,"Road-650 Red, 48",Bikes,3996.28
17649,SO43806,462,6/24/2011,"Road-150 Red, 48",Bikes,"1,687.96"
6464,SO43807,463,6/25/2011,"Road-150 Red, 48",Bikes,436.28
15864,SO43808,464,6/25/2011,"Road-150 Red, 52",Bikes,"4,647.90"
3860,SO43809,465,6/25/2011,"Road-150 Red, 62",Bikes,"1,263.66"
11901,SO43810,466,6/25/2011,"Mountain-100 Silver, 42",Bikes,708.29
2857,SO43811,467,6/25/2011,"Mountain-100 Silver, 44",Bikes,"4,940.40"
4817,SO43812,468,6/26/2011,"Road-150 Red, 48",Bikes,"4,257.87"
7852,SO43813,469,6/26/2011,"Mountain-100 Black, 44",Bikes,"1,657.71"
12869,SO43814,470,6/26/2011,"Mountain-100 Black, 44",Bikes,"2,883.47"
6880,SO43815,471,6/26/2011,"Road-150 Red, 44",Bikes,"4,285.91"
12207,SO43816,472,6/26/2011,"Road-150 Red, 56",Bikes,"2,922.02"
3645,SO43817,473,6/26/2011,"Road-150 Red, 62",Bikes,"2,272.20"
7498,SO43818,474,6/26/2011,"Road-150 Red, 48",Bikes,"2,935.99"
6229,SO43819,475,6/26/2011,"Mountain-100 Silver, 44",Bikes,"4,856.76"
15130,SO43820,476,6/27/2011,"Road-150 Red, 48",Bikes,"2,974.38"
15761,SO43821,477,6/27/2011,"Road-150 Red, 62",Bikes,"3,574.09"
10955,SO43822,478,6/27/2011,"Road-150 Red, 52",Bikes,"1,622.17"
6953,SO43823,479,6/27/2011,"Road-650 Black, 52",Bikes,4563.81
2784,SO43824,480,6/27/2011,"Road-650 Black, 44",Bikes,1904.59
7910,SO43825,481,6/27/2011,"Road-150 Red, 52",Bikes,"4,508.28"
14673,SO43826,482,6/27/2011,"Mountain-100 Black, 38",Bikes,"1,574.32"
18436,SO43827,483,6/27/2011,"Road-650 Black, 44",Bikes,2660.66
4094,SO43828,484,6/28/2011,"Road-150 Red, 62",Bikes,"4,496.20"
15701,SO43829,485,6/28/2011,"Road-150 Red, 62",Bikes,"1,563.82"
9511,SO43830,486,6/28/2011,"Road-150 Red, 44",Bikes,"4,171.26"
15088,SO43831,487,6/28/2011,"Mountain-100 Black, 42",Bikes,"2,887.40"
14767,SO43832,488,6/28/2011,"Road-150 Red, 62",Bikes,886.10
7709,SO43833,489,6/29/2011,"Road-150 Red, 62",Bikes,"3,027.67"
6436,SO43834,490,6/29/2011,"Mountain-100 Black, 38",Bikes,"2,358.86"
8348,SO43835,491,6/29/2011,"Mountain-100 Black, 38",Bikes,"4,462.95"
10202,SO43836,492,6/29/2011,"Road-650 Red, 62",Bikes,2028.82
20229,SO43837,493,6/29/2011,"Mountain-100 Black, 44",Bikes,"2,911.41"
7293,SO43838,494,6/30/2011,"Road-150 Red, 52",Bikes,"4,084.73"
10973,SO43839,495,6/30/2011,"Road-150 Red, 44",Bikes,"3,333.62"
16460,SO43840,496,6/30/2011,"Road-650 Red, 44",Bikes,1830.58
19058,SO43841,497,6/30/2011,"Road-150 Red, 56",Bikes,"2,542.56"
9439,SO43842,498,6/30/2011,"Road-150 Red, 48",Bikes,"3,852.86"
9033,SO43918,1284,7/1/2011,"Road-150 Red, 52",Bikes,"2,615.74"
18487,SO43919,1285,7/1/2011,"Road-150 Red, 56",Bikes,"4,659.94"
18064,SO43920,1286,7/1/2011,"Road-150 Red, 52",Bikes,542.02
9463,SO43921,1287,7/1/2011,"Road-150 Red, 52",Bikes,"4,564.97"
17140,SO43922,1288,7/1/2011,"Road-150 Red, 62",Bikes,"1,270.36"
19776,SO43923,1289,7/2/2011,"Road-150 Red, 48",Bikes,619.57
20610,SO43924,1290,7/2/2011,"Road-150 Red, 62",Bikes,499.14
19385,SO43925,1291,7/2/2011,"Road-150 Red, 56",Bikes,"3,170.06"
9489,SO43926,1292,7/3/2011,"Mountain-100 Black, 48",Bikes,562.44
17616,SO43927,1293,7/3/2011,"Road-150 Red, 56",Bikes,"1,163.77"
5369,SO43928,1294,7/3/2011,"Road-150 Red, 52",Bikes,"2,081.84"
16321,SO43929,1295,7/3/2011,"Road-650 Red, 60",Bikes,4994.35
19176,SO43930,1296,7/4/2011,"Road-150 Red, 48",Bikes,"1,917.79"
8583,SO43931,1297,7/4/2011,"Road-150 Red, 52",Bikes,"2,321.31"
17317,SO43932,1298,7/4/2011,"Road-150 Red, 56",Bikes,"3,972.10"
13917,SO43933,1299,7/4/2011,"Mountain-100 Silver, 48",Bikes,"3,227.69"
9657,SO43934,1300,7/4/2011,"Mountain-100 Silver, 44",Bikes,"1,050.29"
7600,SO43935,1301,7/5/2011,"Road-650 Black, 60",Bikes,2029.63
17870,SO43936,1302,7/5/2011,"Road-150 Red, 44",Bikes,"1,044.12"
15175,SO43937,1303,7/5/2011,"Road-150 Red, 48",Bikes,"3,357.76"
6302,SO43938,1304,7/5/2011,"Road-150 Red, 62",Bikes,"1,791.24"
12222,SO43939,1305,7/5/2011,"Road-150 Red, 48",Bikes,653.46
8521,SO43940,1306,7/5/2011,"Road-650 Black, 62",Bikes,3013.49
10129,SO43941,1307,7/6/2011,"Road-150 Red, 56",Bikes,952.88
5831,SO43942,1308,7/6/2011,"Road-150 Red, 62",Bikes,"3,092.31"
10429,SO43943,1309,7/6/2011,"Road-650 Black, 44",Bikes,443.12
9790,SO43944,1310,7/6/2011,"Mountain-100 Silver, 38",Bikes,"1,398.80"
10689,SO43945,1311,7/6/2011,"Road-150 Red, 62",Bikes,219.24
14446,SO43946,1312,7/6/2011,"Road-150 Red, 52",Bikes,"4,615.48"
5021,SO43947,1313,7/6/2011,"Road-150 Red, 62",Bikes,"3,818.80"
12928,SO43948,1314,7/6/2011,"Mountain-100 Silver, 42",Bikes,"4,731.30"
10874,SO43949,1315,7/7/2011,"Road-150 Red, 62",Bikes,"4,690.60"
11367,SO43950,1316,7/7/2011,"Road-150 Red, 44",Bikes,626.63
5898,SO43951,1317,7/7/2011,"Road-150 Red, 44",Bikes,"2,577.14"
15007,SO43952,1318,7/7/2011,"Road-150 Red, 48",Bikes,"1,983.64"
12335,SO43953,1319,7/8/2011,"Road-650 Black, 52",Bikes,4382.17
7614,SO43954,1320,7/8/2011,"Road-150 Red, 44",Bikes,"3,851.79"
16063,SO43955,1321,7/8/2011,"Road-150 Red, 56",Bikes,"2,710.32"
17272,SO43956,1322,7/8/2011,"Mountain-100 Silver, 38",Bikes,"1,224.88"
3025,SO43957,1323,7/9/2011,"Road-150 Red, 52",Bikes,"3,970.57"
8962,SO43958,1324,7/9/2011,"Road-150 Red, 48",Bikes,"4,720.82"
13948,SO43959,1325,7/9/2011,"Mountain-100 Black, 38",Bikes,"2,055.61"
19870,SO43960,1326,7/9/2011,"Mountain-100 Black, 42",Bikes,"1,189.84"
10545,SO43961,1327,7/10/2011,"Road-150 Red, 44",Bikes,"4,705.24"
17590,SO43962,1328,7/10/2011,"Road-150 Red, 48",Bikes,896.97
13738,SO43963,1329,7/10/2011,"Road-150 Red, 56",Bikes,479.76
14217,SO43964,1330,7/10/2011,"Road-150 Red, 48",Bikes,"2,429.20"
18643,SO43965,1331,7/10/2011,"Mountain-100 Black, 48",Bikes,"4,839.17"
15676,SO43966,1332,7/10/2011,"Mountain-100 Silver, 48",Bikes,962.89
16502,SO43967,1333,7/11/2011,"Road-150 Red, 52",Bikes,387.12
19339,SO43968,1334,7/11/2011,"Road-150 Red, 52",Bikes,392.93
12820,SO43969,1335,7/11/2011,"Road-150 Red, 62",Bikes,"3,372.33"
20105,SO43970,1336,7/11/2011,"Road-150 Red, 44",Bikes,"3,099.08"
4809,SO43971,1337,7/11/2011,"Road-150 Red, 56",Bikes,"1,604.07"
15949,SO43972,1338,7/12/2011,"Road-150 Red, 56",Bikes,"3,445.43"
4409,SO43973,1339,7/12/2011,"Road-150 Red, 48",Bikes,"2,765.93"
16787,SO43974,1340,7/12/2011,"Road-150 Red, 48",Bikes,"3,106.20"
15324,SO43975,1341,7/12/2011,"Road-150 Red, 48",Bikes,"3,242.99"
9603,SO43976,1342,7/12/2011,"Road-150 Red, 62",Bikes,"1,213.49"
16269,SO43977,1343,7/12/2011,"Road-150 Red, 48",Bikes,317.51
16267,SO43978,1344,7/13/2011,"Road-150 Red, 62",Bikes,"3,514.41"
3653,SO43979,1345,7/13/2011,"Road-650 Red, 60",Bikes,737.14
13513,SO43980,1346,7/13/2011,"Mountain-100 Black, 48",Bikes,"4,027.24"
9893,SO43981,1347,7/13/2011,"Road-150 Red, 56",Bikes,786.98
16808,SO43982,1348,7/13/2011,"Road-650 Black, 52",Bikes,2073.87
18200,SO43983,1349,7/14/2011,"Road-150 Red, 56",Bikes,"4,917.60"
9391,SO43984,1350,7/14/2011,"Road-150 Red, 44",Bikes,"1,373.18"
4861,SO43985,1351,7/14/2011,"Road-150 Red, 52",Bikes,"3,079.53"
15339,SO43986,1352,7/14/2011,"Road-150 Red, 62",Bikes,"4,268.00"
18914,SO43987,1353,7/15/2011,"Road-150 Red, 62",Bikes,"3,121.20"
12751,SO43988,1354,7/15/2011,"Mountain-100 Silver, 38",Bikes,"2,976.35"
20636,SO43989,1355,7/15/2011,"Road-150 Red, 48",Bikes,"2,352.71"
8118,SO43990,1356,7/15/2011,"Mountain-100 Silver, 38",Bikes,"1,585.50"
14419,SO43991,1357,7/15/2011,"Road-150 Red, 62",Bikes,"3,338.73"
17904,SO43992,1358,7/15/2011,"Road-150 Red, 44",Bikes,"1,785.97"
10187,SO43993,1359,7/17/2011,"Road-150 Red, 56",Bikes,838.04
11766,SO43994,1360,7/18/2011,"Road-150 Red, 56",Bikes,"1,766.11"
4458,SO43995,1361,7/18/2011,"Road-150 Red, 48",Bikes,797.25
19104,SO43996,1362,7/18/2011,"Road-150 Red, 62",Bikes,"1,103.49"
17255,SO43997,1363,7/18/2011,"Road-150 Red, 62",Bikes,601.36
9475,SO43998,1364,7/18/2011,"Mountain-100 Black, 38",Bikes,"4,325.63"
10298,SO43999,1365,7/18/2011,"Road-150 Red, 44",Bikes,654.84
12522,SO44000,1366,7/19/2011,"Road-150 Red, 44",Bikes,"2,396.76"
15644,SO44001,1367,7/19/2011,"Road-150 Red, 52",Bikes,"2,625.72"
7587,SO44002,1368,7/19/2011,"Road-650 Black, 62",Bikes,1463.75
12049,SO44003,1369,7/19/2011,"Road-650 Black, 52",Bikes,4637.28
17240,SO44004,1370,7/19/2011,"Road-150 Red, 62",Bikes,"1,598.95"
7262,SO44005,1371,7/19/2011,"Road-650 Black, 60",Bikes,2663.2
12392,SO44006,1372,7/19/2011,"Road-150 Red, 62",Bikes,"1,295.59"
4740,SO44007,1373,7/19/2011,"Road-650 Red, 58",Bikes,2158.04
16447,SO44008,1374,7/20/2011,"Road-150 Red, 48",Bikes,"4,004.48"
7942,SO44009,1375,7/20/2011,"Road-150 Red, 56",Bikes,"2,140.23"
7881,SO44010,1376,7/20/2011,"Road-150 Red, 62",Bikes,"3,784.35"
19822,SO44011,1377,7/20/2011,"Road-150 Red, 62",Bikes,"4,667.36"
15276,SO44012,1378,7/20/2011,"Mountain-100 Black, 42",Bikes,"2,198.30"
15837,SO44013,1379,7/20/2011,"Road-150 Red, 48",Bikes,426.75
8038,SO44014,1380,7/21/2011,"Road-150 Red, 52",Bikes,"1,795.60"
8254,SO44015,1381,7/21/2011,"Road-150 Red, 44",Bikes,"3,708.02"
5863,SO44016,1382,7/21/2011,"Mountain-100 Black, 44",Bikes,"3,533.43"
16951,SO44017,1383,7/21/2011,"Road-150 Red, 62",Bikes,"3,289.15"
17004,SO44018,1384,7/21/2011,"Mountain-100 Black, 44",Bikes,"3,895.36"
2409,SO44019,1385,7/21/2011,"Road-150 Red, 62",Bikes,"1,314.59"
4485,SO44020,1386,7/21/2011,"Road-150 Red, 44",Bikes,651.45
16240,SO44021,1387,7/21/2011,"Mountain-100 Black, 38",Bikes,"3,287.44"
11955,SO44022,1388,7/22/2011,"Road-150 Red, 52",Bikes,565.28
3344,SO44023,1389,7/22/2011,"Mountain-100 Black, 42",Bikes,"1,849.45"
4966,SO44024,1390,7/22/2011,"Road-150 Red, 56",Bikes,660.22
16209,SO44025,1391,7/22/2011,"Road-150 Red, 56",Bikes,"2,161.38"
20269,SO44026,1392,7/22/2011,"Road-150 Red, 62",Bikes,"3,706.85"
4289,SO44027,1393,7/23/2011,"Road-150 Red, 62",Bikes,727.31
18753,SO44028,1394,7/23/2011,"Road-150 Red, 48",Bikes,"4,615.65"
17337,SO44029,1395,7/23/2011,"Mountain-100 Black, 44",Bikes,310.37
14974,SO44030,1396,7/24/2011,"Road-150 Red, 44",Bikes,"4,758.26"
15221,SO44031,1397,7/24/2011,"Road-150 Red, 52",Bikes,"4,941.90"
13712,SO44032,1398,7/24/2011,"Mountain-100 Silver, 38",Bikes,622.65
6491,SO44033,1399,7/24/2011,"Road-150 Red, 56",Bikes,"4,699.35"
19671,SO44034,1400,7/24/2011,"Road-150 Red, 52",Bikes,"4,812.94"
19126,SO44035,1401,7/24/2011,"Road-150 Red, 48",Bikes,"1,787.35"
3969,SO44036,1402,7/24/2011,"Road-150 Red, 62",Bikes,"1,110.97"
13154,SO44037,1403,7/24/2011,"Road-650 Red, 48",Bikes,2401.87
12116,SO44038,1404,7/24/2011,"Mountain-100 Silver, 38",Bikes,"3,848.45"
3419,SO44039,1405,7/25/2011,"Road-650 Black, 52",Bikes,1779.1
16962,SO44040,1406,7/25/2011,"Mountain-100 Black, 48",Bikes,"2,757.84"
17142,SO44041,1407,7/25/2011,"Road-150 Red, 52",Bikes,762.87
4461,SO44042,1408,7/26/2011,"Road-150 Red, 52",Bikes,"2,569.25"
17643,SO44043,1409,7/26/2011,"Road-150 Red, 44",Bikes,"4,321.41"
5879,SO44044,1410,7/26/2011,"Road-150 Red, 56",Bikes,486.30
11937,SO44045,1411,7/26/2011,"Mountain-100 Silver, 38",Bikes,"4,514.48"
11920,SO44046,1412,7/26/2011,"Road-150 Red, 52",Bikes,"4,154.76"
19269,SO44047,1413,7/26/2011,"Mountain-100 Silver, 38",Bikes,104.85
17194,SO44048,1414,7/26/2011,"Road-150 Red, 56",Bikes,467.74
7399,SO44049,1415,7/27/2011,"Road-150 Red, 56",Bikes,"3,394.19"
8720,SO44050,1416,7/27/2011,"Road-150 Red, 62",Bikes,"4,263.10"
8853,SO44051,1417,7/28/2011,"Road-150 Red, 62",Bikes,"4,098.57"
17015,SO44052,1418,7/28/2011,"Road-150 Red, 56",Bikes,"2,218.10"
15463,SO44053,1419,7/29/2011,"Road-650 Black, 44",Bikes,3256.2
8518,SO44054,1420,7/29/2011,"Road-150 Red, 56",Bikes,"4,523.64"
20166,SO44055,1421,7/29/2011,"Road-150 Red, 62",Bikes,"2,731.83"
14127,SO44056,1422,7/29/2011,"Road-150 Red, 56",Bikes,119.69
2685,SO44057,1423,7/29/2011,"Road-650 Black, 44",Bikes,2142.46
8428,SO44058,1424,7/29/2011,"Mountain-100 Black, 44",Bikes,981.73
10415,SO44059,1425,7/29/2011,"Road-150 Red, 52",Bikes,143.58
5162,SO44060,1426,7/29/2011,"Road-650 Black, 52",Bikes,4747.48
6589,SO44061,1427,7/30/2011,"Road-150 Red, 62",Bikes,323.11
10563,SO44062,1428,7/30/2011,"Road-150 Red, 62",Bikes,"3,255.67"
14359,SO44063,1429,7/30/2011,"Mountain-100 Silver, 38",Bikes,"4,624.86"
15176,SO44064,1430,7/30/2011,"Road-150 Red, 62",Bikes,"4,048.32"
4438,SO44065,1431,7/30/2011,"Road-150 Red, 62",Bikes,"3,078.29"
16445,SO44066,1432,7/30/2011,"Mountain-100 Silver, 38",Bikes,"4,106.09"
17369,SO44067,1433,7/30/2011,"Road-150 Red, 62",Bikes,"3,235.20"
8946,SO44068,1434,7/31/2011,"Road-150 Red, 52",Bikes,"3,326.02"
20140,SO44069,1435,7/31/2011,"Mountain-100 Black, 42",Bikes,698.81
4276,SO44070,1436,7/31/2011,"Mountain-100 Black, 42",Bikes,"3,145.18"
15047,SO44071,1437,7/31/2011,"Road-150 Red, 52",Bikes,"1,910.80"
5558,SO44072,1438,7/31/2011,"Road-150 Red, 44",Bikes,492.24
5244,SO44073,1439,7/31/2011,"Mountain-100 Black, 48",Bikes,"1,387.93"
15869,SO44134,2033,8/1/2011,"Road-150 Red, 62",Bikes,"4,582.23"
10865,SO44135,2034,8/1/2011,"Road-150 Red, 62",Bikes,"1,540.67"
4794,SO44136,2035,8/1/2011,"Road-150 Red, 44",Bikes,"3,350.16"
8522,SO44137,2036,8/1/2011,"Road-150 Red, 56",Bikes,"1,483.49"
9435,SO44138,2037,8/2/2011,"Road-150 Red, 62",Bikes,"2,012.74"
4852,SO44139,2038,8/2/2011,"Road-150 Red, 44",Bikes,"4,455.94"
18469,SO44140,2039,8/2/2011,"Road-150 Red, 44",Bikes,"4,300.92"
17079,SO44141,2040,8/2/2011,"Road-150 Red, 52",Bikes,"1,588.28"
12079,SO44142,2041,8/2/2011,"Road-150 Red, 52",Bikes,"1,624.22"
18433,SO44143,2042,8/2/2011,"Road-150 Red, 52",Bikes,"4,777.73"
11929,SO44144,2043,8/2/2011,"Road-150 Red, 48",Bikes,"4,089.19"
20721,SO44145,2044,8/2/2011,"Road-150 Red, 62",Bikes,"2,487.98"
12467,SO44146,2045,8/2/2011,"Road-150 Red, 52",Bikes,"2,759.01"
17321,SO44147,2046,8/2/2011,"Road-150 Red, 62",Bikes,"1,606.47"
4851,SO44148,2047,8/3/2011,"Road-150 Red, 62",Bikes,"4,880.79"
5334,SO44149,2048,8/3/2011,"Road-150 Red, 48",Bikes,594.36
9998,SO44150,2049,8/3/2011,"Road-150 Red, 48",Bikes,"4,766.37"
18380,SO44151,2050,8/3/2011,"Road-650 Red, 48",Bikes,1412.96
11435,SO44152,2051,8/4/2011,"Mountain-100 Silver, 44",Bikes,579.96
8665,SO44153,2052,8/4/2011,"Road-150 Red, 48",Bikes,271.39
10840,SO44154,2053,8/4/2011,"Road-150 Red, 44",Bikes,"2,876.96"
18219,SO44155,2054,8/4/2011,"Road-150 Red, 52",Bikes,"3,576.03"
15776,SO44156,2055,8/4/2011,"Mountain-100 Silver, 44",Bikes,"1,971.64"
13372,SO44157,2056,8/4/2011,"Road-150 Red, 56",Bikes,"2,260.05"
14393,SO44158,2057,8/5/2011,"Road-150 Red, 44",Bikes,"3,902.16"
3899,SO44159,2058,8/5/2011,"Road-150 Red, 44",Bikes,"3,732.94"
11431,SO44160,2059,8/5/2011,"Road-150 Red, 48",Bikes,"4,614.95"
8992,SO44161,2060,8/6/2011,"Road-150 Red, 56",Bikes,"3,763.73"
